month;hour;holiday;weekday;workingday;temperature;humidity;windspeed;count;weather_clear;weather_cloudy;weather_heavy rain/snow;weather_light rain/snow
1;19;0.0;2;True;12.68;51.0;6.0;331;True;False;False;False
5;6;0.0;3;True;18.32;88.0;7.0;160;True;False;False;False
7;18;0.0;1;True;27.72;58.0;28.0;812;True;False;False;False
3;7;0.0;5;True;6.1;70.0;0.0;262;True;False;False;False
3;3;0.0;1;True;13.62;82.0;13.0;1;True;False;False;False
12;8;0.0;6;False;4.22;81.0;0.0;44;False;True;False;False
9;16;0.0;6;False;26.78;51.0;22.0;680;True;False;False;False
12;6;0.0;2;True;7.98;71.0;20.0;118;False;True;False;False
10;0;0.0;4;True;13.62;88.0;13.0;57;True;False;False;False
8;0;0.0;5;True;23.02;69.0;0.0;111;False;True;False;False
6;10;0.0;0;False;19.26;64.0;0.0;436;True;False;False;False
10;15;0.0;2;True;17.38;41.0;22.0;346;True;False;False;False
2;20;0.0;5;True;7.98;49.0;7.0;163;True;False;False;False
11;17;0.0;6;False;15.5;45.0;13.0;501;True;False;False;False
12;4;0.0;1;True;-1.42;69.0;7.0;3;True;False;False;False
4;16;0.0;0;False;25.84;39.0;24.0;616;True;False;False;False
10;9;0.0;5;True;15.5;39.0;20.0;400;True;False;False;False
9;6;0.0;4;True;12.68;77.0;0.0;170;True;False;False;False
5;23;0.0;3;True;15.5;77.0;17.0;98;False;True;False;False
8;11;0.0;0;False;22.08;78.0;11.0;272;False;False;False;True
3;22;0.0;1;True;18.32;56.0;15.0;133;False;True;False;False
5;6;0.0;3;True;18.32;88.0;7.0;126;False;True;False;False
5;6;0.0;3;True;18.32;84.0;0.0;120;False;False;False;True
11;11;0.0;0;False;9.86;62.0;19.0;359;True;False;False;False
10;20;0.0;4;True;16.44;88.0;9.0;347;False;True;False;False
9;12;0.0;5;True;23.96;57.0;11.0;389;True;False;False;False
1;15;0.0;3;True;7.98;87.0;6.0;79;False;True;False;False
12;17;0.0;4;True;7.04;42.0;7.0;550;True;False;False;False
5;15;0.0;3;True;25.84;48.0;7.0;274;False;True;False;False
1;12;0.0;3;True;6.1;39.0;33.0;161;True;False;False;False
3;17;0.0;1;True;6.1;45.0;20.0;387;False;False;False;True
7;3;0.0;6;False;26.78;74.0;9.0;31;True;False;False;False
12;19;1.0;2;False;7.04;66.0;15.0;36;False;True;False;False
4;3;0.0;5;True;7.98;53.0;22.0;8;True;False;False;False
3;13;0.0;0;False;13.62;82.0;11.0;544;False;True;False;False
5;12;0.0;5;True;21.14;41.0;13.0;360;True;False;False;False
4;7;0.0;2;True;7.04;66.0;6.0;341;True;False;False;False
9;1;0.0;2;True;12.68;72.0;9.0;13;True;False;False;False
3;7;0.0;6;False;8.92;87.0;11.0;44;False;True;False;False
9;6;0.0;3;True;15.5;72.0;6.0;205;True;False;False;False
5;17;0.0;3;True;20.2;73.0;17.0;729;True;False;False;False
6;1;0.0;5;True;27.72;75.0;11.0;31;True;False;False;False
1;7;0.0;2;True;4.22;60.0;13.0;279;True;False;False;False
4;16;0.0;0;False;9.86;87.0;30.0;36;False;False;False;True
9;1;0.0;6;False;19.26;83.0;20.0;124;True;False;False;False
2;7;0.0;2;True;5.16;45.0;20.0;325;True;False;False;False
11;3;0.0;0;False;2.34;44.0;0.0;8;True;False;False;False
6;2;0.0;4;True;16.44;77.0;6.0;12;True;False;False;False
6;3;0.0;1;True;18.32;60.0;11.0;5;False;True;False;False
9;17;0.0;6;False;30.54;52.0;0.0;463;False;True;False;False
5;7;0.0;3;True;18.32;83.0;0.0;440;True;False;False;False
9;16;0.0;4;True;26.78;70.0;15.0;416;True;False;False;False
12;9;0.0;1;True;3.28;65.0;7.0;85;False;True;False;False
1;1;0.0;2;True;2.34;93.0;7.0;5;False;True;False;False
7;21;0.0;2;True;23.96;79.0;13.0;352;True;False;False;False
12;16;0.0;2;True;19.26;49.0;19.0;435;True;False;False;False
7;8;0.0;5;True;24.9;54.0;0.0;713;False;True;False;False
4;12;0.0;4;True;16.44;83.0;9.0;204;False;True;False;False
3;4;0.0;6;False;3.28;41.0;24.0;4;True;False;False;False
8;10;0.0;3;True;29.6;52.0;9.0;214;False;True;False;False
3;19;0.0;3;True;20.2;64.0;0.0;582;True;False;False;False
10;5;0.0;5;True;16.44;88.0;7.0;50;False;True;False;False
4;12;0.0;1;True;7.98;71.0;24.0;129;False;False;False;True
5;12;0.0;4;True;18.32;73.0;9.0;301;True;False;False;False
1;6;0.0;5;True;3.28;60.0;19.0;68;True;False;False;False
4;1;0.0;4;True;11.74;77.0;7.0;13;False;False;False;True
10;6;0.0;3;True;13.62;88.0;6.0;175;False;True;False;False
7;3;0.0;5;True;26.78;70.0;13.0;7;False;True;False;False
9;18;0.0;5;True;25.84;45.0;15.0;808;True;False;False;False
7;4;0.0;1;True;23.96;79.0;7.0;12;True;False;False;False
12;4;0.0;5;True;8.92;71.0;33.0;6;False;True;False;False
12;11;0.0;1;True;13.62;94.0;15.0;134;False;False;False;True
12;14;0.0;3;True;11.74;50.0;13.0;218;True;False;False;False
11;9;0.0;5;True;7.98;53.0;7.0;382;True;False;False;False
6;5;0.0;5;True;26.78;66.0;6.0;38;False;True;False;False
2;5;0.0;2;True;7.04;49.0;6.0;15;True;False;False;False
10;18;0.0;6;False;18.32;64.0;19.0;456;False;True;False;False
9;15;1.0;1;False;26.78;70.0;15.0;449;True;False;False;False
12;1;0.0;0;False;6.1;87.0;6.0;94;False;True;False;False
3;9;0.0;4;True;13.62;72.0;31.0;301;True;False;False;False
7;8;0.0;1;True;27.72;52.0;13.0;568;True;False;False;False
7;11;0.0;5;True;25.84;74.0;13.0;212;False;False;False;True
11;14;0.0;5;True;13.62;38.0;13.0;274;True;False;False;False
7;13;0.0;0;False;29.6;49.0;15.0;483;True;False;False;False
7;19;0.0;1;True;29.6;63.0;9.0;595;True;False;False;False
1;11;0.0;2;True;11.74;38.0;20.0;101;True;False;False;False
1;5;0.0;2;True;7.04;66.0;22.0;13;False;False;False;True
4;17;0.0;5;True;22.08;47.0;19.0;819;True;False;False;False
1;13;0.0;5;True;2.34;32.0;20.0;156;True;False;False;False
11;20;0.0;4;True;6.1;52.0;11.0;252;True;False;False;False
11;8;0.0;6;False;7.98;46.0;20.0;142;False;True;False;False
8;17;0.0;6;False;27.72;37.0;15.0;635;True;False;False;False
1;4;0.0;1;True;2.34;64.0;7.0;4;True;False;False;False
9;18;0.0;1;True;21.14;73.0;11.0;774;False;True;False;False
11;22;1.0;4;False;7.04;61.0;0.0;44;True;False;False;False
12;0;0.0;1;True;11.74;82.0;11.0;21;False;True;False;False
7;5;0.0;3;True;25.84;70.0;11.0;46;True;False;False;False
8;21;0.0;4;True;24.9;61.0;9.0;329;True;False;False;False
4;18;0.0;0;False;20.2;26.0;19.0;487;True;False;False;False
11;5;0.0;1;True;8.92;66.0;15.0;39;False;True;False;False
5;2;0.0;6;False;19.26;88.0;0.0;75;True;False;False;False
7;0;0.0;2;True;25.84;84.0;7.0;53;True;False;False;False
10;7;0.0;5;True;16.44;83.0;7.0;428;True;False;False;False
10;16;0.0;0;False;22.08;41.0;20.0;581;True;False;False;False
7;18;0.0;0;False;26.78;66.0;11.0;515;True;False;False;False
7;1;0.0;4;True;23.02;61.0;0.0;21;False;True;False;False
7;17;0.0;2;True;32.42;30.0;11.0;722;False;True;False;False
4;0;0.0;1;True;14.56;39.0;19.0;37;True;False;False;False
12;5;0.0;1;True;9.86;87.0;0.0;24;False;True;False;False
2;1;0.0;6;False;7.98;42.0;24.0;46;True;False;False;False
5;19;0.0;6;False;21.14;73.0;22.0;405;False;True;False;False
11;13;0.0;4;True;12.68;18.0;28.0;228;True;False;False;False
5;2;0.0;0;False;17.38;68.0;11.0;82;False;True;False;False
9;11;0.0;2;True;20.2;46.0;20.0;218;True;False;False;False
7;15;0.0;1;True;27.72;45.0;15.0;280;False;True;False;False
10;3;0.0;5;True;8.92;76.0;6.0;6;True;False;False;False
1;15;0.0;1;True;2.34;75.0;11.0;69;False;False;False;True
6;17;0.0;2;True;29.6;55.0;13.0;811;True;False;False;False
4;8;0.0;4;True;7.04;66.0;22.0;624;True;False;False;False
11;13;0.0;6;False;16.44;39.0;0.0;651;True;False;False;False
8;12;0.0;5;True;32.42;26.0;17.0;410;True;False;False;False
11;5;0.0;3;True;5.16;52.0;22.0;27;False;True;False;False
10;0;0.0;3;True;9.86;76.0;0.0;49;True;False;False;False
12;13;0.0;6;False;9.86;54.0;17.0;456;True;False;False;False
4;15;0.0;4;True;14.56;31.0;17.0;211;True;False;False;False
9;0;0.0;5;True;17.38;68.0;0.0;66;True;False;False;False
12;12;0.0;3;True;12.68;41.0;19.0;232;True;False;False;False
8;19;0.0;0;False;26.78;40.0;9.0;465;True;False;False;False
4;14;0.0;3;True;21.14;46.0;13.0;258;False;True;False;False
8;0;0.0;3;True;21.14;83.0;7.0;55;True;False;False;False
8;5;0.0;3;True;23.96;89.0;11.0;43;False;True;False;False
2;2;0.0;6;False;3.28;70.0;6.0;44;True;False;False;False
3;15;0.0;5;True;11.74;50.0;20.0;78;False;True;False;False
11;1;0.0;5;True;7.04;66.0;11.0;24;True;False;False;False
8;8;0.0;6;False;22.08;69.0;17.0;189;True;False;False;False
2;17;0.0;0;False;6.1;49.0;17.0;157;False;True;False;False
2;20;0.0;4;True;8.92;46.0;35.0;213;True;False;False;False
4;21;0.0;0;False;8.92;87.0;26.0;11;False;False;False;True
9;17;1.0;1;False;26.78;70.0;9.0;498;True;False;False;False
7;20;0.0;4;True;32.42;41.0;15.0;321;False;True;False;False
10;14;0.0;1;True;20.2;78.0;19.0;185;False;True;False;False
12;13;0.0;0;False;6.1;36.0;44.0;169;True;False;False;False
10;21;0.0;4;True;17.38;77.0;13.0;283;False;True;False;False
8;0;0.0;5;True;23.96;83.0;11.0;82;True;False;False;False
8;21;0.0;4;True;25.84;66.0;9.0;307;True;False;False;False
12;1;1.0;2;False;4.22;87.0;11.0;13;False;True;False;False
11;15;0.0;1;True;12.68;54.0;13.0;257;True;False;False;False
2;22;0.0;2;True;7.04;57.0;13.0;118;True;False;False;False
10;15;0.0;6;False;20.2;46.0;28.0;620;True;False;False;False
8;13;0.0;0;False;23.02;78.0;28.0;541;False;False;False;True
4;4;0.0;0;False;10.8;40.0;0.0;7;True;False;False;False
8;18;0.0;4;True;29.6;38.0;9.0;853;True;False;False;False
3;1;0.0;4;True;15.5;59.0;7.0;23;True;False;False;False
4;20;0.0;6;False;15.5;82.0;20.0;39;False;False;False;True
6;13;0.0;0;False;23.96;36.0;19.0;686;True;False;False;False
2;14;0.0;2;True;10.8;40.0;15.0;124;True;False;False;False
7;17;0.0;5;True;35.24;29.0;0.0;576;True;False;False;False
6;17;0.0;6;False;30.54;26.0;17.0;530;True;False;False;False
8;16;0.0;2;True;30.54;33.0;22.0;480;True;False;False;False
5;13;0.0;0;False;27.72;58.0;13.0;498;True;False;False;False
12;22;0.0;6;False;4.22;60.0;31.0;54;False;True;False;False
5;5;0.0;3;True;17.38;90.0;9.0;33;True;False;False;False
9;9;0.0;5;True;21.14;78.0;11.0;347;False;True;False;False
11;18;0.0;5;True;7.98;53.0;11.0;505;True;False;False;False
4;10;0.0;6;False;11.74;28.0;17.0;363;True;False;False;False
7;23;0.0;3;True;23.96;57.0;20.0;239;True;False;False;False
10;7;0.0;5;True;17.38;94.0;0.0;154;False;False;False;True
2;5;0.0;0;False;4.22;48.0;20.0;2;False;True;False;False
5;0;0.0;1;True;16.44;77.0;9.0;34;False;True;False;False
7;9;0.0;1;True;26.78;74.0;9.0;345;False;True;False;False
8;1;0.0;0;False;22.08;89.0;13.0;134;True;False;False;False
11;17;0.0;0;False;17.38;45.0;11.0;493;True;False;False;False
4;5;0.0;4;True;14.56;63.0;9.0;17;False;True;False;False
5;5;0.0;4;True;21.14;69.0;17.0;33;True;False;False;False
2;19;0.0;2;True;8.92;50.0;11.0;281;False;True;False;False
6;13;0.0;6;False;30.54;34.0;13.0;564;True;False;False;False
11;4;0.0;5;True;3.28;75.0;7.0;4;True;False;False;False
4;4;0.0;6;False;7.04;36.0;11.0;7;True;False;False;False
11;20;0.0;2;True;4.22;75.0;22.0;232;True;False;False;False
12;21;0.0;6;False;6.1;87.0;0.0;158;False;True;False;False
4;16;0.0;4;True;14.56;31.0;19.0;353;True;False;False;False
9;3;0.0;5;True;15.5;77.0;6.0;12;True;False;False;False
6;14;0.0;3;True;33.36;39.0;13.0;190;True;False;False;False
3;13;0.0;1;True;21.14;61.0;17.0;263;True;False;False;False
4;19;0.0;3;True;10.8;40.0;24.0;384;True;False;False;False
10;1;0.0;6;False;7.98;53.0;9.0;146;True;False;False;False
2;3;0.0;3;True;4.22;65.0;0.0;1;True;False;False;False
12;17;0.0;6;False;4.22;79.0;7.0;118;True;False;False;False
3;23;0.0;3;True;17.38;68.0;9.0;93;True;False;False;False
4;3;0.0;3;True;15.5;42.0;15.0;6;False;True;False;False
10;2;0.0;2;True;8.92;87.0;17.0;7;False;False;False;True
10;1;0.0;4;True;12.68;47.0;13.0;11;True;False;False;False
9;15;0.0;2;True;20.2;88.0;17.0;36;False;False;False;True
11;12;0.0;5;True;12.68;38.0;17.0;379;True;False;False;False
1;9;0.0;6;False;2.34;80.0;9.0;130;True;False;False;False
4;4;0.0;0;False;17.38;52.0;0.0;12;False;True;False;False
11;10;0.0;1;True;8.92;66.0;17.0;139;False;True;False;False
12;18;0.0;3;True;9.86;50.0;24.0;569;True;False;False;False
1;2;0.0;1;True;0.46;86.0;7.0;2;False;True;False;False
8;5;0.0;1;True;24.9;79.0;13.0;25;True;False;False;False
7;10;0.0;2;True;30.54;43.0;15.0;209;True;False;False;False
12;9;0.0;5;True;6.1;81.0;9.0;301;False;True;False;False
12;18;0.0;6;False;7.98;76.0;0.0;297;False;True;False;False
10;18;0.0;2;True;15.5;72.0;15.0;784;False;True;False;False
1;18;0.0;0;False;7.98;23.0;24.0;168;True;False;False;False
3;5;0.0;0;False;10.8;94.0;7.0;6;False;True;False;False
1;13;0.0;5;True;4.22;33.0;35.0;154;True;False;False;False
1;3;0.0;1;True;3.28;52.0;11.0;3;True;False;False;False
7;9;0.0;2;True;30.54;49.0;15.0;320;False;True;False;False
1;16;0.0;0;False;8.92;21.0;28.0;322;True;False;False;False
5;21;0.0;1;True;21.14;69.0;6.0;241;True;False;False;False
1;13;0.0;3;True;7.98;49.0;9.0;212;True;False;False;False
1;0;0.0;0;False;8.92;66.0;0.0;48;True;False;False;False
7;22;0.0;1;True;25.84;58.0;7.0;224;False;True;False;False
9;20;0.0;4;True;22.08;69.0;15.0;457;False;True;False;False
5;0;0.0;4;True;20.2;78.0;9.0;79;True;False;False;False
10;3;0.0;5;True;17.38;73.0;0.0;16;True;False;False;False
1;5;0.0;5;True;2.34;60.0;7.0;19;True;False;False;False
10;17;0.0;1;True;21.14;33.0;7.0;922;True;False;False;False
5;9;0.0;6;False;18.32;43.0;11.0;292;True;False;False;False
1;20;0.0;0;False;12.68;62.0;20.0;83;False;True;False;False
10;13;0.0;0;False;18.32;37.0;17.0;626;True;False;False;False
3;0;0.0;2;True;18.32;52.0;13.0;26;False;True;False;False
2;16;0.0;2;True;11.74;28.0;6.0;287;True;False;False;False
5;21;0.0;3;True;15.5;82.0;11.0;34;False;False;False;True
5;9;0.0;0;False;20.2;56.0;9.0;222;True;False;False;False
1;22;1.0;1;False;2.34;44.0;19.0;39;False;True;False;False
6;11;0.0;0;False;22.08;41.0;17.0;511;True;False;False;False
8;4;0.0;6;False;21.14;83.0;7.0;10;True;False;False;False
7;14;0.0;4;True;34.3;47.0;17.0;213;True;False;False;False
4;7;0.0;4;True;6.1;65.0;22.0;306;True;False;False;False
6;17;0.0;2;True;25.84;28.0;28.0;900;True;False;False;False
3;12;0.0;4;True;18.32;60.0;30.0;251;False;True;False;False
10;20;0.0;5;True;20.2;78.0;9.0;372;True;False;False;False
9;20;0.0;0;False;24.9;84.0;11.0;104;False;True;False;False
8;7;0.0;2;True;23.02;83.0;7.0;269;False;True;False;False
2;4;0.0;0;False;5.16;41.0;26.0;3;False;True;False;False
3;0;0.0;4;True;16.44;83.0;6.0;41;True;False;False;False
8;2;0.0;1;True;25.84;79.0;9.0;5;False;True;False;False
6;1;0.0;6;False;23.02;78.0;9.0;123;True;False;False;False
5;11;0.0;4;True;23.02;65.0;9.0;221;True;False;False;False
4;3;0.0;4;True;14.56;55.0;6.0;6;False;True;False;False
7;11;0.0;2;True;32.42;34.0;13.0;217;True;False;False;False
9;4;0.0;2;True;23.02;89.0;0.0;8;False;True;False;False
1;6;0.0;0;False;4.22;93.0;9.0;2;True;False;False;False
11;16;0.0;2;True;6.1;75.0;20.0;257;False;True;False;False
4;18;0.0;0;False;21.14;25.0;22.0;310;True;False;False;False
4;21;0.0;6;False;15.5;20.0;13.0;234;True;False;False;False
4;5;0.0;5;True;7.98;53.0;11.0;21;False;True;False;False
3;5;0.0;5;True;7.04;61.0;6.0;26;True;False;False;False
5;10;0.0;4;True;18.32;52.0;17.0;205;True;False;False;False
11;2;0.0;4;True;4.22;70.0;11.0;7;False;True;False;False
1;21;0.0;6;False;0.46;74.0;22.0;69;True;False;False;False
3;1;0.0;1;True;13.62;88.0;7.0;15;True;False;False;False
8;4;0.0;0;False;22.08;69.0;6.0;10;True;False;False;False
1;16;0.0;4;True;8.92;34.0;19.0;197;True;False;False;False
11;8;0.0;3;True;3.28;60.0;19.0;692;True;False;False;False
5;7;0.0;6;False;11.74;71.0;9.0;67;True;False;False;False
10;22;0.0;1;True;17.38;77.0;6.0;207;False;False;False;True
4;4;0.0;5;True;11.74;94.0;7.0;3;True;False;False;False
1;4;0.0;1;True;1.4;80.0;0.0;1;False;True;False;False
10;21;0.0;2;True;6.1;87.0;7.0;64;False;True;False;False
9;6;0.0;6;False;23.02;89.0;19.0;34;False;True;False;False
7;17;0.0;5;True;32.42;41.0;19.0;699;True;False;False;False
6;12;0.0;1;True;22.08;41.0;30.0;282;True;False;False;False
11;15;0.0;3;True;8.92;32.0;22.0;179;True;False;False;False
8;12;0.0;4;True;28.66;38.0;0.0;332;True;False;False;False
6;13;0.0;4;True;34.3;35.0;0.0;172;True;False;False;False
6;9;0.0;2;True;22.08;89.0;19.0;285;False;True;False;False
2;9;0.0;1;True;0.46;80.0;7.0;277;True;False;False;False
12;14;0.0;0;False;9.86;87.0;13.0;232;False;True;False;False
7;18;0.0;6;False;36.18;29.0;6.0;277;True;False;False;False
11;7;0.0;4;True;6.1;65.0;13.0;410;False;True;False;False
2;9;0.0;1;True;4.22;60.0;13.0;230;True;False;False;False
10;17;0.0;3;True;17.38;56.0;7.0;888;True;False;False;False
4;4;0.0;2;True;23.02;44.0;15.0;9;True;False;False;False
12;18;0.0;1;True;4.22;48.0;9.0;122;False;True;False;False
5;2;0.0;4;True;13.62;88.0;9.0;17;False;True;False;False
7;21;0.0;0;False;31.48;39.0;9.0;258;True;False;False;False
6;13;0.0;1;True;22.08;41.0;24.0;274;True;False;False;False
6;12;0.0;3;True;32.42;47.0;11.0;180;True;False;False;False
8;1;0.0;2;True;24.9;84.0;9.0;18;True;False;False;False
5;18;0.0;6;False;27.72;52.0;13.0;415;False;True;False;False
9;20;0.0;6;False;27.72;67.0;17.0;207;False;False;False;True
1;16;0.0;3;True;7.98;87.0;17.0;118;False;True;False;False
2;6;0.0;4;True;8.92;90.0;0.0;74;False;False;False;True
10;2;0.0;3;True;17.38;68.0;0.0;6;True;False;False;False
12;7;0.0;1;True;7.98;93.0;0.0;396;False;True;False;False
11;8;0.0;3;True;5.16;56.0;20.0;691;True;False;False;False
10;6;0.0;0;False;10.8;82.0;11.0;24;True;False;False;False
10;10;0.0;5;True;16.44;36.0;20.0;275;True;False;False;False
5;3;0.0;2;True;15.5;77.0;0.0;3;False;True;False;False
2;15;0.0;4;True;7.04;36.0;20.0;134;True;False;False;False
6;10;0.0;6;False;24.9;51.0;7.0;466;True;False;False;False
11;12;0.0;2;True;11.74;67.0;0.0;313;False;True;False;False
8;16;0.0;0;False;30.54;46.0;17.0;421;True;False;False;False
7;3;0.0;4;True;25.84;54.0;13.0;7;True;False;False;False
8;20;0.0;3;True;26.78;66.0;11.0;513;True;False;False;False
4;20;0.0;0;False;18.32;32.0;6.0;243;True;False;False;False
1;17;0.0;4;True;11.74;71.0;0.0;413;False;True;False;False
6;14;0.0;5;True;37.12;36.0;15.0;233;True;False;False;False
3;3;0.0;1;True;8.92;50.0;9.0;2;True;False;False;False
2;17;0.0;5;True;11.74;94.0;7.0;256;False;False;False;True
7;4;0.0;2;True;23.02;83.0;6.0;6;True;False;False;False
10;21;0.0;0;False;11.74;54.0;11.0;166;True;False;False;False
3;2;0.0;5;True;8.92;53.0;20.0;7;True;False;False;False
8;7;0.0;1;True;23.02;83.0;0.0;433;True;False;False;False
7;5;0.0;2;True;23.96;74.0;6.0;38;True;False;False;False
3;12;0.0;5;True;12.68;82.0;9.0;294;False;True;False;False
6;7;0.0;4;True;24.9;84.0;6.0;463;False;True;False;False
4;16;0.0;0;False;16.44;52.0;17.0;511;True;False;False;False
4;5;0.0;3;True;7.98;66.0;0.0;24;True;False;False;False
12;23;0.0;0;False;11.74;82.0;9.0;51;False;True;False;False
9;1;0.0;0;False;15.5;59.0;0.0;116;True;False;False;False
4;3;0.0;6;False;7.98;49.0;15.0;26;True;False;False;False
7;23;0.0;6;False;23.02;83.0;6.0;208;True;False;False;False
6;5;0.0;6;False;15.5;72.0;13.0;12;True;False;False;False
10;1;0.0;2;True;12.68;67.0;13.0;13;True;False;False;False
3;4;0.0;6;False;11.74;77.0;28.0;8;True;False;False;False
2;0;0.0;2;True;6.1;70.0;13.0;23;True;False;False;False
4;19;0.0;2;True;18.32;26.0;7.0;558;True;False;False;False
10;16;0.0;6;False;17.38;42.0;19.0;691;True;False;False;False
5;18;0.0;2;True;24.9;61.0;6.0;733;True;False;False;False
6;8;0.0;1;True;17.38;83.0;13.0;474;False;True;False;False
12;6;0.0;6;False;8.92;93.0;7.0;20;False;True;False;False
4;16;0.0;4;True;16.44;83.0;15.0;318;False;True;False;False
8;4;0.0;5;True;22.08;73.0;0.0;8;False;True;False;False
6;13;0.0;1;True;29.6;41.0;20.0;248;False;True;False;False
1;16;0.0;1;True;7.98;25.0;13.0;221;True;False;False;False
1;17;0.0;3;True;8.92;53.0;11.0;470;True;False;False;False
2;17;0.0;6;False;6.1;70.0;13.0;67;False;False;False;True
6;15;0.0;0;False;31.48;30.0;15.0;475;True;False;False;False
1;22;0.0;1;True;1.4;92.0;7.0;62;False;True;False;False
6;18;0.0;5;True;29.6;55.0;13.0;505;False;True;False;False
8;4;0.0;1;True;25.84;74.0;9.0;11;False;True;False;False
5;19;0.0;3;True;15.5;77.0;24.0;98;False;False;False;True
10;12;0.0;0;False;11.74;71.0;0.0;392;False;True;False;False
4;11;0.0;0;False;13.62;51.0;0.0;411;True;False;False;False
2;22;0.0;5;True;10.8;37.0;39.0;106;True;False;False;False
12;8;0.0;2;True;12.68;88.0;11.0;721;False;True;False;False
10;0;0.0;1;True;13.62;72.0;7.0;45;True;False;False;False
9;4;0.0;1;True;16.44;68.0;19.0;5;True;False;False;False
9;6;0.0;0;False;16.44;77.0;13.0;35;True;False;False;False
8;10;0.0;1;True;27.72;40.0;0.0;199;False;True;False;False
7;13;0.0;6;False;20.2;83.0;11.0;354;False;False;False;True
5;12;0.0;3;True;21.14;57.0;15.0;280;False;True;False;False
11;22;0.0;6;False;7.04;57.0;7.0;146;True;False;False;False
3;5;0.0;6;False;10.8;82.0;15.0;5;True;False;False;False
10;15;0.0;0;False;11.74;77.0;9.0;306;False;False;False;True
12;6;0.0;5;True;7.98;57.0;39.0;80;False;True;False;False
8;9;0.0;0;False;29.6;59.0;24.0;229;True;False;False;False
12;18;0.0;1;True;13.62;88.0;19.0;564;False;True;False;False
1;21;0.0;4;True;10.8;76.0;7.0;192;False;True;False;False
4;21;0.0;3;True;7.98;57.0;26.0;165;True;False;False;False
2;19;0.0;3;True;10.8;87.0;7.0;102;False;True;False;False
4;6;0.0;5;True;7.04;57.0;11.0;84;True;False;False;False
2;2;0.0;4;True;11.74;67.0;9.0;9;False;True;False;False
11;5;0.0;2;True;6.1;81.0;15.0;31;False;True;False;False
3;11;0.0;5;True;12.68;77.0;0.0;207;False;True;False;False
8;19;0.0;4;True;27.72;48.0;9.0;610;True;False;False;False
4;7;0.0;6;False;15.5;82.0;19.0;76;True;False;False;False
7;14;0.0;0;False;34.3;37.0;17.0;476;True;False;False;False
1;8;0.0;4;True;-2.36;54.0;7.0;423;True;False;False;False
9;2;0.0;0;False;14.56;63.0;0.0;92;True;False;False;False
9;18;1.0;1;False;26.78;66.0;11.0;482;True;False;False;False
10;8;0.0;6;False;18.32;83.0;13.0;206;True;False;False;False
4;7;0.0;6;False;8.92;71.0;7.0;64;True;False;False;False
8;1;0.0;0;False;26.78;70.0;17.0;87;True;False;False;False
10;9;1.0;1;False;9.86;66.0;11.0;332;False;True;False;False
3;17;0.0;3;True;24.9;28.0;6.0;782;True;False;False;False
10;16;0.0;2;True;23.96;44.0;6.0;541;True;False;False;False
5;3;0.0;1;True;18.32;88.0;20.0;2;False;True;False;False
8;8;0.0;4;True;23.02;74.0;6.0;707;False;True;False;False
8;0;0.0;4;True;22.08;69.0;0.0;65;True;False;False;False
6;20;0.0;1;True;21.14;73.0;9.0;362;False;True;False;False
12;9;0.0;0;False;10.8;87.0;17.0;103;False;True;False;False
9;22;0.0;2;True;20.2;56.0;19.0;188;True;False;False;False
3;13;0.0;3;True;15.5;34.0;28.0;205;True;False;False;False
1;1;0.0;0;False;7.98;42.0;13.0;72;True;False;False;False
3;14;0.0;5;True;11.74;28.0;31.0;178;True;False;False;False
6;19;0.0;2;True;29.6;59.0;15.0;514;True;False;False;False
4;17;0.0;0;False;16.44;55.0;19.0;555;True;False;False;False
5;1;0.0;4;True;20.2;83.0;11.0;28;True;False;False;False
12;19;0.0;1;True;4.22;60.0;11.0;119;False;True;False;False
12;22;0.0;0;False;1.4;55.0;13.0;36;True;False;False;False
8;10;0.0;5;True;29.6;52.0;13.0;249;False;True;False;False
1;5;0.0;3;True;-7.06;41.0;13.0;14;True;False;False;False
10;4;0.0;6;False;17.38;83.0;17.0;11;True;False;False;False
9;15;0.0;6;False;18.32;88.0;17.0;512;False;False;False;True
3;9;0.0;3;True;16.44;68.0;0.0;351;True;False;False;False
11;1;0.0;0;False;7.98;76.0;6.0;108;True;False;False;False
6;5;0.0;5;True;24.9;61.0;7.0;45;True;False;False;False
2;2;0.0;4;True;2.34;80.0;9.0;2;True;False;False;False
11;7;0.0;6;False;4.22;87.0;7.0;71;True;False;False;False
6;16;0.0;3;True;25.84;30.0;33.0;392;True;False;False;False
7;17;0.0;1;True;28.66;40.0;11.0;849;True;False;False;False
10;4;0.0;3;True;15.5;77.0;6.0;6;True;False;False;False
7;13;0.0;4;True;31.48;47.0;9.0;254;True;False;False;False
8;10;0.0;5;True;27.72;62.0;6.0;256;True;False;False;False
11;22;0.0;0;False;3.28;60.0;0.0;62;True;False;False;False
2;6;0.0;6;False;3.28;70.0;0.0;9;True;False;False;False
1;21;0.0;0;False;-0.48;40.0;11.0;72;True;False;False;False
1;0;1.0;1;False;10.8;40.0;31.0;39;True;False;False;False
6;20;0.0;4;True;23.02;36.0;20.0;478;True;False;False;False
4;18;0.0;5;True;17.38;26.0;9.0;671;True;False;False;False
5;10;0.0;0;False;23.02;34.0;20.0;432;True;False;False;False
3;4;0.0;6;False;8.92;93.0;13.0;2;False;True;False;False
9;22;0.0;6;False;19.26;78.0;20.0;194;False;True;False;False
8;2;0.0;1;True;21.14;88.0;9.0;8;True;False;False;False
