month;hour;holiday;weekday;workingday;weather;temperature;humidity;windspeed;count
11;2;0.0;2;True;1;7.04;76.0;6.0;5
11;1;0.0;4;True;3;6.1;52.0;24.0;12
10;4;0.0;6;False;0;12.68;72.0;0.0;18
6;7;0.0;1;True;0;22.08;78.0;7.0;503
6;8;0.0;6;False;0;21.14;61.0;7.0;244
6;17;0.0;6;False;1;25.84;37.0;17.0;593
4;20;0.0;5;True;0;13.62;31.0;19.0;289
2;17;0.0;1;True;0;8.92;23.0;13.0;407
11;13;0.0;3;True;0;12.68;35.0;15.0;365
9;3;0.0;3;True;1;19.26;64.0;19.0;10
4;22;0.0;4;True;0;16.44;59.0;13.0;248
7;0;0.0;1;True;0;24.9;74.0;6.0;58
6;10;0.0;3;True;1;22.08;65.0;28.0;198
4;11;0.0;2;True;0;15.5;36.0;0.0;239
5;18;0.0;3;True;3;22.08;69.0;7.0;327
9;23;0.0;1;True;0;17.38;52.0;0.0;93
9;11;0.0;6;False;1;29.6;55.0;15.0;492
12;7;0.0;4;True;0;2.34;51.0;20.0;389
2;15;0.0;5;True;1;7.04;45.0;9.0;191
2;2;0.0;0;False;0;3.28;44.0;22.0;42
2;15;0.0;5;True;0;11.74;35.0;28.0;221
11;5;0.0;0;False;0;5.16;81.0;9.0;12
11;8;0.0;5;True;0;7.04;57.0;11.0;693
11;7;0.0;4;True;0;5.16;36.0;26.0;423
11;16;0.0;4;True;1;8.92;57.0;13.0;342
6;14;0.0;5;True;0;25.84;39.0;13.0;376
3;13;0.0;6;False;3;16.44;94.0;17.0;196
8;4;0.0;2;True;0;23.96;83.0;9.0;9
11;2;0.0;5;True;0;4.22;75.0;6.0;5
3;11;0.0;5;True;0;9.86;46.0;13.0;194
8;2;0.0;2;True;1;23.96;83.0;13.0;11
11;19;0.0;5;True;0;8.92;46.0;15.0;332
4;3;0.0;2;True;0;7.04;81.0;15.0;2
3;9;0.0;6;False;0;3.28;41.0;22.0;148
8;22;0.0;1;True;0;26.78;70.0;6.0;207
4;17;0.0;3;True;0;23.02;41.0;20.0;744
4;6;0.0;2;True;0;6.1;61.0;6.0;100
10;6;0.0;3;True;1;20.2;94.0;9.0;177
2;13;0.0;3;True;0;10.8;43.0;19.0;170
7;20;0.0;2;True;3;22.08;83.0;15.0;84
2;18;0.0;4;True;0;7.98;31.0;11.0;417
3;11;0.0;0;False;0;7.04;45.0;26.0;256
2;18;0.0;1;True;0;9.86;43.0;15.0;437
6;15;0.0;2;True;1;19.26;46.0;9.0;272
12;12;0.0;5;True;1;7.04;39.0;24.0;224
2;16;0.0;0;False;0;1.4;34.0;31.0;164
9;13;0.0;6;False;0;26.78;51.0;24.0;707
7;22;0.0;5;True;0;26.78;45.0;0.0;263
1;14;0.0;4;True;0;3.28;44.0;13.0;119
4;4;0.0;2;True;0;6.1;70.0;13.0;3
12;7;0.0;5;True;0;1.4;72.0;7.0;308
9;4;0.0;0;False;0;23.02;89.0;0.0;22
5;12;0.0;2;True;1;24.9;58.0;15.0;269
9;3;0.0;1;True;0;15.5;77.0;6.0;7
12;21;0.0;0;False;1;12.68;77.0;15.0;99
11;11;0.0;4;True;0;8.92;29.0;26.0;171
1;1;0.0;4;True;0;1.4;51.0;6.0;5
9;11;0.0;4;True;1;25.84;51.0;11.0;294
7;16;0.0;4;True;0;36.18;38.0;26.0;374
7;17;0.0;0;False;0;35.24;26.0;20.0;413
9;1;0.0;6;False;0;25.84;74.0;9.0;79
5;8;0.0;4;True;0;21.14;57.0;17.0;693
6;14;0.0;6;False;0;28.66;33.0;17.0;609
12;4;0.0;6;False;0;4.22;81.0;6.0;5
12;13;0.0;5;True;1;6.1;49.0;9.0;222
5;9;0.0;1;True;3;17.38;88.0;19.0;110
11;19;0.0;2;True;0;7.04;49.0;24.0;356
8;8;0.0;6;False;0;26.78;72.0;13.0;181
1;5;0.0;4;True;3;7.98;93.0;6.0;16
2;1;0.0;6;False;0;4.22;70.0;7.0;43
6;9;0.0;5;True;1;22.08;83.0;15.0;298
5;5;0.0;4;True;0;18.32;68.0;22.0;35
7;5;0.0;1;True;0;23.02;83.0;7.0;47
1;23;0.0;6;False;0;7.04;31.0;13.0;85
9;15;0.0;0;False;0;20.2;33.0;15.0;640
1;3;0.0;2;True;0;6.1;45.0;15.0;2
10;4;0.0;4;True;1;16.44;88.0;7.0;5
3;9;0.0;2;True;0;3.28;38.0;13.0;267
6;16;0.0;5;True;3;26.78;58.0;30.0;222
6;3;0.0;6;False;0;21.14;57.0;0.0;40
7;23;0.0;2;True;1;22.08;89.0;7.0;103
8;18;0.0;0;False;3;24.9;74.0;9.0;229
1;9;0.0;2;True;3;7.04;81.0;17.0;68
1;3;0.0;6;False;3;-1.42;93.0;6.0;13
2;5;0.0;4;True;1;6.1;70.0;0.0;20
6;7;0.0;5;True;1;22.08;89.0;13.0;402
10;14;0.0;2;True;1;17.38;64.0;13.0;244
12;7;0.0;6;False;1;3.28;75.0;6.0;48
2;16;0.0;2;True;0;11.74;35.0;20.0;266
11;22;0.0;0;False;0;11.74;71.0;13.0;134
6;16;0.0;6;False;0;30.54;24.0;13.0;534
6;22;0.0;2;True;0;23.02;94.0;7.0;207
7;8;0.0;5;True;0;29.6;41.0;11.0;585
3;3;0.0;5;True;0;13.62;77.0;35.0;7
4;23;0.0;1;True;1;16.44;55.0;15.0;60
1;8;0.0;0;False;0;0.46;40.0;9.0;70
6;2;0.0;5;True;0;25.84;58.0;13.0;18
6;1;0.0;4;True;0;16.44;77.0;11.0;22
8;8;0.0;6;False;0;23.02;83.0;7.0;162
11;18;0.0;6;False;0;4.22;38.0;26.0;145
2;13;0.0;0;False;0;7.04;36.0;0.0;325
8;2;0.0;2;True;0;24.9;84.0;9.0;13
6;7;0.0;2;True;0;14.56;77.0;20.0;569
1;14;0.0;5;True;1;2.34;35.0;20.0;115
3;1;0.0;6;False;0;6.1;36.0;17.0;51
10;0;0.0;3;True;3;21.14;94.0;0.0;52
4;17;0.0;4;True;0;15.5;27.0;26.0;656
9;10;1.0;1;False;1;26.78;74.0;15.0;359
2;17;0.0;1;True;0;10.8;43.0;17.0;430
8;1;0.0;6;False;3;21.14;94.0;11.0;92
10;14;1.0;1;False;1;11.74;58.0;7.0;420
11;7;0.0;2;True;3;7.04;87.0;17.0;107
5;18;0.0;3;True;0;18.32;73.0;15.0;813
8;12;0.0;4;True;0;29.6;33.0;7.0;343
2;8;0.0;5;True;1;9.86;76.0;22.0;469
5;10;0.0;1;True;1;16.44;77.0;13.0;190
1;5;0.0;1;True;0;1.4;51.0;9.0;26
4;15;0.0;0;False;3;9.86;87.0;26.0;38
9;9;0.0;1;True;0;20.2;53.0;20.0;361
2;21;0.0;4;True;0;7.98;46.0;28.0;148
12;3;0.0;1;True;0;9.86;87.0;0.0;8
12;17;0.0;1;True;1;4.22;48.0;6.0;164
11;1;0.0;6;False;0;7.98;42.0;33.0;20
11;12;0.0;4;True;1;8.92;62.0;7.0;213
12;2;0.0;4;True;1;4.22;56.0;17.0;8
8;23;0.0;6;False;0;22.08;65.0;6.0;235
3;8;0.0;3;True;0;12.68;82.0;0.0;662
6;5;0.0;3;True;0;23.02;83.0;6.0;39
3;22;0.0;2;True;0;8.92;37.0;9.0;134
4;11;0.0;4;True;1;11.74;38.0;15.0;268
11;14;0.0;2;True;0;8.92;40.0;7.0;240
10;18;0.0;1;True;3;18.32;64.0;7.0;613
5;9;0.0;2;True;1;17.38;88.0;13.0;349
8;4;0.0;0;False;1;21.14;65.0;11.0;26
12;2;0.0;2;True;0;11.74;88.0;6.0;8
3;17;0.0;5;True;1;25.84;42.0;11.0;957
9;2;0.0;0;False;0;17.38;77.0;19.0;96
1;23;1.0;1;False;3;4.22;70.0;20.0;28
9;14;0.0;6;False;0;30.54;52.0;30.0;626
2;12;0.0;1;True;0;7.04;61.0;11.0;150
12;2;0.0;1;True;0;11.74;77.0;11.0;10
5;19;0.0;5;True;0;21.14;41.0;13.0;483
1;8;0.0;6;False;0;-2.36;54.0;7.0;92
5;16;0.0;5;True;0;23.02;34.0;17.0;568
8;8;0.0;1;True;1;24.9;79.0;0.0;605
2;13;0.0;5;True;1;6.1;42.0;6.0;192
9;2;0.0;1;True;0;17.38;60.0;24.0;17
2;12;0.0;0;False;1;5.16;52.0;17.0;255
12;22;0.0;1;True;0;4.22;56.0;9.0;61
3;16;0.0;6;False;0;15.5;27.0;20.0;467
4;1;0.0;2;True;0;9.86;46.0;15.0;11
2;10;0.0;4;True;0;11.74;67.0;13.0;148
2;12;0.0;2;True;0;8.92;34.0;9.0;183
12;10;0.0;0;False;1;10.8;87.0;19.0;219
2;20;0.0;5;True;0;10.8;35.0;13.0;171
5;17;0.0;0;False;1;21.14;65.0;9.0;511
10;6;0.0;1;True;0;8.92;76.0;6.0;144
12;8;0.0;0;False;1;4.22;93.0;6.0;93
10;10;0.0;3;True;1;13.62;67.0;0.0;228
1;10;0.0;6;False;0;5.16;75.0;6.0;203
10;14;0.0;0;False;0;23.02;39.0;28.0;617
3;17;0.0;6;False;0;22.08;50.0;9.0;648
5;1;0.0;3;True;1;19.26;88.0;9.0;21
5;9;0.0;6;False;0;17.38;49.0;0.0;335
11;23;0.0;6;False;1;6.1;70.0;7.0;133
2;19;0.0;0;False;1;6.1;52.0;17.0;119
4;11;0.0;6;False;0;12.68;24.0;20.0;495
6;15;0.0;4;True;0;32.42;25.0;22.0;219
1;11;1.0;1;False;0;-0.48;59.0;17.0;179
12;18;0.0;0;False;3;9.86;82.0;7.0;107
3;9;0.0;3;True;1;15.5;88.0;11.0;293
5;14;0.0;2;True;1;22.08;73.0;7.0;222
3;23;0.0;2;True;0;16.44;83.0;0.0;90
10;4;0.0;0;False;1;15.5;63.0;24.0;20
10;12;0.0;5;True;0;25.84;42.0;11.0;468
7;13;0.0;2;True;0;30.54;38.0;13.0;280
3;5;0.0;0;False;1;10.8;100.0;17.0;6
9;11;0.0;6;False;0;22.08;38.0;26.0;627
12;2;0.0;1;True;0;-0.48;59.0;11.0;11
1;7;0.0;1;True;3;1.4;86.0;0.0;122
6;4;0.0;0;False;0;17.38;64.0;6.0;18
7;23;0.0;4;True;1;24.9;51.0;15.0;211
7;21;0.0;1;True;0;27.72;45.0;9.0;258
7;10;0.0;2;True;1;31.48;49.0;13.0;159
9;4;0.0;4;True;0;12.68;77.0;7.0;6
5;23;0.0;4;True;0;23.02;54.0;15.0;140
8;19;0.0;6;False;0;24.9;45.0;11.0;488
3;4;0.0;5;True;1;15.5;94.0;7.0;3
6;8;0.0;3;True;0;17.38;68.0;0.0;668
9;15;0.0;1;True;0;20.2;31.0;0.0;300
2;7;0.0;4;True;0;8.92;81.0;15.0;326
11;3;1.0;1;False;0;10.8;76.0;9.0;4
4;23;0.0;0;False;3;8.92;81.0;31.0;17
2;16;0.0;2;True;0;12.68;35.0;17.0;276
11;10;0.0;1;True;0;7.04;49.0;19.0;142
3;4;0.0;3;True;0;5.16;61.0;22.0;3
4;6;0.0;6;False;0;7.98;49.0;13.0;28
9;10;0.0;4;True;1;24.9;51.0;19.0;208
3;11;0.0;3;True;1;16.44;83.0;11.0;192
1;4;0.0;6;False;3;-0.48;86.0;6.0;1
4;9;0.0;0;False;3;10.8;82.0;17.0;79
4;5;0.0;6;False;0;8.92;66.0;7.0;7
6;17;0.0;3;True;0;34.3;37.0;0.0;691
7;16;0.0;5;True;1;29.6;36.0;15.0;492
6;1;0.0;0;False;0;17.38;56.0;9.0;121
2;21;0.0;4;True;0;6.1;52.0;6.0;177
10;14;0.0;6;False;0;18.32;40.0;0.0;711
6;3;0.0;0;False;1;23.02;65.0;6.0;60
1;21;0.0;0;False;0;6.1;33.0;19.0;69
9;5;0.0;5;True;0;15.5;82.0;0.0;49
10;19;0.0;4;True;0;17.38;83.0;13.0;542
3;17;0.0;1;True;1;21.14;38.0;28.0;644
8;18;0.0;3;True;1;28.66;55.0;11.0;862
9;4;0.0;6;False;0;18.32;83.0;19.0;15
11;3;0.0;2;True;3;7.04;70.0;9.0;4
6;12;0.0;3;True;1;23.96;44.0;28.0;334
4;20;1.0;1;False;0;26.78;37.0;20.0;375
6;19;0.0;1;True;1;21.14;73.0;6.0;463
7;17;0.0;1;True;0;27.72;55.0;22.0;827
1;7;1.0;1;False;0;3.28;32.0;26.0;16
2;2;0.0;5;True;3;11.74;77.0;19.0;5
11;10;1.0;1;False;0;14.56;77.0;11.0;266
4;8;0.0;3;True;0;6.1;49.0;15.0;595
3;13;0.0;1;True;0;14.56;29.0;46.0;301
7;6;0.0;2;True;0;23.02;83.0;9.0;190
10;0;0.0;3;True;1;6.1;81.0;7.0;16
1;16;0.0;6;False;0;11.74;44.0;24.0;407
9;19;0.0;3;True;0;18.32;43.0;15.0;611
5;20;0.0;1;True;0;17.38;52.0;19.0;323
11;5;0.0;5;True;0;1.4;80.0;0.0;40
9;9;0.0;5;True;0;19.26;68.0;9.0;383
11;15;0.0;3;True;1;7.04;53.0;20.0;198
9;4;0.0;4;True;0;16.44;83.0;0.0;6
11;12;0.0;1;True;0;11.74;35.0;7.0;210
4;16;0.0;5;True;0;18.32;26.0;17.0;463
7;12;0.0;4;True;0;34.3;35.0;24.0;276
9;22;0.0;0;False;0;19.26;49.0;17.0;189
7;6;0.0;2;True;0;22.08;89.0;11.0;194
5;0;0.0;3;True;1;19.26;88.0;0.0;39
1;10;1.0;1;False;0;4.22;35.0;19.0;109
2;17;0.0;2;True;0;12.68;35.0;13.0;509
5;2;0.0;2;True;1;15.5;72.0;6.0;8
3;12;0.0;6;False;3;16.44;94.0;15.0;183
6;23;0.0;1;True;1;24.9;58.0;15.0;80
5;19;0.0;4;True;0;24.9;61.0;20.0;492
8;20;0.0;3;True;0;23.96;57.0;0.0;427
12;11;0.0;5;True;1;7.04;42.0;28.0;162
4;4;0.0;3;True;0;11.74;67.0;6.0;1
12;11;0.0;1;True;1;4.22;60.0;11.0;124
6;16;0.0;2;True;0;20.2;43.0;13.0;473
7;11;0.0;3;True;0;27.72;33.0;0.0;281
10;6;0.0;0;False;0;10.8;62.0;0.0;26
11;8;0.0;0;False;0;6.1;75.0;17.0;119
1;7;0.0;6;False;0;2.34;87.0;13.0;20
7;6;0.0;1;True;1;23.96;89.0;6.0;157
11;1;0.0;0;False;0;4.22;81.0;6.0;165
4;6;0.0;1;True;0;11.74;26.0;15.0;111
11;10;0.0;6;False;0;8.92;46.0;26.0;328
12;14;0.0;3;True;3;2.34;93.0;17.0;20
8;6;0.0;4;True;1;20.2;88.0;6.0;192
1;8;0.0;3;True;0;-7.06;44.0;9.0;315
7;21;0.0;2;True;0;26.78;66.0;15.0;378
9;6;0.0;4;True;0;18.32;88.0;6.0;169
10;7;0.0;1;True;0;9.86;66.0;6.0;452
2;21;0.0;0;False;0;-1.42;43.0;20.0;36
11;9;0.0;4;True;1;7.04;61.0;13.0;323
4;4;0.0;6;False;0;15.5;82.0;17.0;9
8;17;0.0;0;False;1;22.08;78.0;7.0;343
9;13;0.0;1;True;0;22.08;38.0;15.0;323
9;10;0.0;0;False;0;21.14;50.0;7.0;490
1;13;0.0;2;True;0;0.46;34.0;44.0;73
10;1;0.0;5;True;0;17.38;68.0;7.0;46
8;16;0.0;6;False;0;27.72;37.0;17.0;641
4;18;0.0;2;True;0;22.08;25.0;19.0;775
1;20;0.0;5;True;0;3.28;41.0;11.0;136
1;19;0.0;1;True;1;4.22;93.0;11.0;220
3;3;0.0;1;True;0;2.34;51.0;11.0;1
7;6;0.0;6;False;1;22.08;78.0;6.0;35
11;0;0.0;4;True;0;3.28;56.0;6.0;29
3;11;0.0;0;False;1;10.8;94.0;17.0;323
7;0;0.0;0;False;0;23.02;89.0;9.0;188
2;9;0.0;6;False;0;3.28;81.0;9.0;157
4;3;0.0;4;True;1;11.74;77.0;0.0;4
1;17;0.0;4;True;1;4.22;44.0;22.0;385
11;8;0.0;6;False;1;4.22;44.0;31.0;62
10;20;0.0;3;True;0;15.5;72.0;9.0;414
4;13;0.0;5;True;0;12.68;33.0;22.0;411
5;5;0.0;0;False;0;15.5;72.0;7.0;8
2;2;0.0;2;True;0;6.1;61.0;0.0;4
4;23;0.0;1;True;0;12.68;35.0;11.0;66
12;10;0.0;3;True;1;12.68;47.0;24.0;141
8;19;0.0;2;True;0;27.72;66.0;13.0;627
12;6;0.0;4;True;0;4.22;56.0;17.0;114
4;11;0.0;5;True;0;13.62;36.0;9.0;233
10;5;0.0;0;False;1;15.5;63.0;20.0;28
10;16;0.0;1;True;0;18.32;64.0;20.0;447
4;1;0.0;2;True;0;22.08;57.0;11.0;11
10;17;0.0;5;True;3;21.14;69.0;24.0;425
5;9;0.0;4;True;0;17.38;52.0;28.0;346
11;4;0.0;2;True;1;8.92;81.0;26.0;9
10;9;0.0;0;False;3;10.8;71.0;9.0;86
12;16;0.0;6;False;0;10.8;50.0;9.0;413
6;9;0.0;0;False;0;20.2;46.0;13.0;300
7;6;0.0;4;True;0;22.08;73.0;6.0;178
7;14;0.0;5;True;1;29.6;38.0;0.0;369
7;4;0.0;2;True;0;23.96;65.0;7.0;6
7;9;0.0;6;False;0;23.02;74.0;13.0;282
3;2;0.0;6;False;1;11.74;77.0;17.0;69
1;16;0.0;1;True;1;3.28;93.0;11.0;122
8;17;0.0;4;True;0;30.54;34.0;13.0;897
7;15;0.0;4;True;0;35.24;42.0;20.0;238
8;6;0.0;5;True;1;21.14;83.0;0.0;151
3;3;0.0;3;True;0;7.98;42.0;22.0;5
7;0;0.0;4;True;1;23.96;61.0;0.0;56
10;12;0.0;3;True;1;16.44;48.0;11.0;332
9;7;0.0;3;True;0;17.38;77.0;9.0;532
10;19;1.0;1;False;1;10.8;71.0;17.0;371
7;2;0.0;5;True;1;23.02;89.0;6.0;19
9;22;0.0;5;True;0;20.2;73.0;13.0;295
2;14;0.0;3;True;1;8.92;93.0;24.0;56
5;7;0.0;5;True;1;21.14;88.0;11.0;359
2;3;0.0;6;False;3;3.28;87.0;15.0;9
5;4;0.0;2;True;3;18.32;94.0;0.0;5
11;13;0.0;6;False;0;11.74;38.0;17.0;525
1;22;0.0;6;False;1;0.46;74.0;20.0;59
12;15;0.0;6;False;0;11.74;47.0;0.0;447
10;8;0.0;1;True;0;12.68;67.0;0.0;728
7;5;0.0;0;False;0;23.96;89.0;9.0;9
9;5;0.0;3;True;0;15.5;72.0;6.0;48
7;4;0.0;3;True;0;25.84;70.0;9.0;6
8;20;0.0;2;True;0;22.08;73.0;0.0;358
8;5;0.0;5;True;0;23.02;83.0;11.0;37
8;19;0.0;5;True;0;27.72;62.0;19.0;492
6;19;0.0;0;False;0;30.54;28.0;19.0;375
7;7;0.0;4;True;0;24.9;74.0;17.0;495
12;4;0.0;0;False;1;4.22;56.0;15.0;7
10;5;0.0;2;True;1;18.32;83.0;9.0;43
1;1;0.0;3;True;0;3.28;87.0;6.0;7
5;11;0.0;0;False;0;25.84;66.0;15.0;519
10;11;0.0;3;True;1;15.5;51.0;6.0;234
2;10;0.0;1;True;0;7.04;45.0;17.0;104
6;22;0.0;5;True;0;23.96;69.0;9.0;197
12;22;0.0;2;True;0;6.1;56.0;15.0;106
4;18;0.0;0;False;0;24.9;42.0;17.0;479
5;1;0.0;5;True;0;20.2;78.0;7.0;48
8;16;0.0;3;True;1;29.6;49.0;19.0;441
8;5;0.0;3;True;1;22.08;78.0;9.0;49
1;2;0.0;0;False;1;-0.48;47.0;19.0;43
10;22;0.0;1;True;0;13.62;82.0;9.0;183
4;11;0.0;5;True;0;12.68;38.0;22.0;233
8;12;0.0;4;True;0;31.48;44.0;7.0;277
3;15;0.0;4;True;0;21.14;69.0;13.0;304
11;23;0.0;0;False;0;8.92;66.0;15.0;59
10;7;0.0;2;True;1;12.68;77.0;7.0;531
5;17;0.0;0;False;0;28.66;49.0;20.0;522
1;17;0.0;5;True;0;13.62;36.0;15.0;476
6;23;0.0;0;False;0;26.78;58.0;7.0;87
4;19;0.0;4;True;0;14.56;31.0;17.0;487
7;11;0.0;1;True;0;31.48;53.0;15.0;182
2;8;0.0;4;True;1;6.1;70.0;6.0;498
4;2;0.0;3;True;1;15.5;42.0;13.0;9
5;2;0.0;4;True;1;14.56;88.0;7.0;3
3;3;0.0;6;False;1;8.92;93.0;11.0;21
2;7;0.0;3;True;1;6.1;65.0;13.0;321
5;10;0.0;0;False;1;17.38;77.0;7.0;333
4;13;0.0;0;False;3;9.86;82.0;24.0;52
12;0;0.0;2;True;1;12.68;94.0;9.0;18
7;4;0.0;5;True;1;23.02;89.0;11.0;9
5;22;0.0;2;True;1;21.14;88.0;6.0;55
9;15;0.0;5;True;0;29.6;55.0;17.0;331
8;22;0.0;6;False;0;21.14;83.0;24.0;182
8;16;0.0;2;True;3;27.72;66.0;19.0;445
7;13;0.0;6;False;0;32.42;41.0;19.0;498
12;9;0.0;0;False;1;5.16;93.0;11.0;172
3;12;0.0;6;False;0;14.56;67.0;0.0;621
2;5;0.0;5;True;0;3.28;52.0;15.0;17
6;5;0.0;1;True;3;16.44;83.0;9.0;23
11;7;0.0;5;True;0;2.34;80.0;0.0;352
8;11;0.0;4;True;0;27.72;40.0;6.0;276
10;18;0.0;2;True;3;21.14;94.0;6.0;687
6;2;0.0;2;True;3;16.44;72.0;20.0;8
5;14;0.0;5;True;0;21.14;23.0;15.0;334
12;18;0.0;6;False;0;10.8;87.0;7.0;304
7;14;0.0;2;True;0;34.3;25.0;13.0;310
2;15;0.0;1;True;0;8.92;27.0;9.0;155
6;13;0.0;6;False;0;30.54;24.0;19.0;585
12;15;0.0;6;False;0;11.74;82.0;11.0;541
1;0;0.0;3;True;0;4.22;81.0;0.0;28
11;3;1.0;4;False;0;3.28;75.0;7.0;6
9;22;0.0;6;False;0;18.32;52.0;0.0;279
12;12;0.0;0;False;1;9.86;82.0;13.0;417
4;19;0.0;2;True;0;20.2;26.0;17.0;537
11;21;0.0;1;True;0;7.98;49.0;0.0;181
4;2;0.0;6;False;0;16.44;77.0;9.0;81
12;6;0.0;6;False;1;4.22;70.0;7.0;7
10;6;1.0;1;False;0;7.98;76.0;7.0;59
11;11;0.0;1;True;0;10.8;37.0;20.0;130
12;19;0.0;2;True;0;14.56;67.0;15.0;460
8;15;0.0;5;True;0;34.3;27.0;20.0;526
6;4;0.0;6;False;0;17.38;68.0;9.0;8
4;15;0.0;1;True;1;16.44;55.0;7.0;231
9;4;0.0;0;False;0;13.62;55.0;15.0;10
8;7;0.0;4;True;0;22.08;69.0;15.0;464
4;14;0.0;1;True;0;13.62;31.0;28.0;268
1;5;0.0;6;False;0;4.22;75.0;7.0;9
10;2;1.0;1;False;0;7.98;81.0;13.0;15
5;0;0.0;4;True;1;14.56;82.0;15.0;90
11;15;0.0;2;True;0;10.8;40.0;20.0;217
11;12;1.0;1;False;0;18.32;64.0;15.0;419
11;16;1.0;1;False;0;18.32;64.0;11.0;434
6;12;0.0;6;False;0;21.14;43.0;24.0;668
9;9;0.0;3;True;0;17.38;60.0;17.0;362
5;14;0.0;3;True;1;22.08;53.0;17.0;243
8;14;0.0;3;True;0;30.54;46.0;11.0;263
10;12;0.0;3;True;1;24.9;70.0;7.0;358
8;5;0.0;2;True;0;24.9;79.0;7.0;36
5;7;1.0;1;False;0;21.14;78.0;7.0;67
6;9;0.0;4;True;0;24.9;54.0;11.0;351
4;1;0.0;4;True;1;14.56;48.0;6.0;23
11;2;0.0;5;True;0;3.28;75.0;0.0;12
5;19;0.0;4;True;0;17.38;37.0;24.0;553
6;7;0.0;2;True;0;16.44;52.0;24.0;552
11;20;0.0;3;True;0;7.04;36.0;9.0;263
4;17;0.0;2;True;0;22.08;25.0;20.0;781
10;15;0.0;4;True;1;20.2;60.0;13.0;353
4;5;0.0;6;False;0;7.04;33.0;11.0;2
8;12;0.0;5;True;1;26.78;66.0;24.0;315
8;23;0.0;4;True;0;24.9;74.0;7.0;152
3;21;0.0;1;True;1;17.38;56.0;15.0;205
4;9;0.0;4;True;3;13.62;88.0;11.0;201
9;8;0.0;2;True;0;24.9;84.0;11.0;632
11;12;0.0;3;True;0;12.68;41.0;13.0;344
3;8;0.0;2;True;0;-0.48;59.0;7.0;501
9;15;0.0;0;False;0;25.84;32.0;17.0;696
4;14;0.0;4;True;0;15.5;31.0;22.0;224
5;20;1.0;1;False;0;28.66;62.0;20.0;317
9;16;0.0;2;True;0;23.02;39.0;20.0;495
6;5;0.0;4;True;0;24.9;84.0;7.0;40
1;6;0.0;1;True;1;2.34;60.0;9.0;88
1;8;1.0;1;False;0;3.28;35.0;17.0;53
12;14;0.0;5;True;1;8.92;71.0;11.0;215
7;4;0.0;0;False;0;20.2;88.0;0.0;16
7;14;0.0;1;True;0;33.36;42.0;7.0;212
9;12;0.0;2;True;0;21.14;43.0;19.0;302
3;17;0.0;6;False;0;15.5;23.0;22.0;385
9;11;0.0;2;True;0;22.08;33.0;6.0;247
1;6;0.0;6;False;0;4.22;75.0;7.0;7
10;19;0.0;6;False;0;15.5;45.0;9.0;345
4;2;0.0;6;False;0;8.92;43.0;11.0;57
12;16;0.0;6;False;1;9.86;66.0;0.0;443
8;0;0.0;2;True;0;24.9;84.0;13.0;47
11;20;0.0;0;False;0;12.68;62.0;11.0;200
7;14;0.0;2;True;0;36.18;29.0;17.0;214
6;7;0.0;4;True;0;20.2;60.0;19.0;506
11;17;0.0;3;True;1;7.04;53.0;26.0;517
8;19;0.0;3;True;0;27.72;66.0;15.0;686
3;6;0.0;4;True;0;12.68;72.0;6.0;117
10;21;0.0;1;True;0;16.44;59.0;22.0;206
9;14;0.0;0;False;0;25.84;30.0;19.0;647
3;21;0.0;6;False;3;12.68;100.0;13.0;104
6;2;0.0;2;True;0;18.32;43.0;19.0;9
10;4;0.0;1;True;0;11.74;82.0;7.0;10
1;16;0.0;3;True;0;5.16;30.0;35.0;176
6;0;0.0;5;True;1;27.72;70.0;7.0;93
1;13;0.0;3;True;3;7.04;76.0;0.0;65
9;20;0.0;0;False;0;20.2;53.0;7.0;324
12;23;0.0;5;True;1;8.92;93.0;6.0;122
4;14;0.0;5;True;0;14.56;29.0;26.0;490
1;0;0.0;6;False;3;-0.48;64.0;15.0;24
11;6;1.0;1;False;0;9.86;87.0;7.0;71
7;7;0.0;3;True;0;23.02;50.0;22.0;507
2;7;0.0;6;False;0;5.16;45.0;30.0;23
4;1;0.0;0;False;1;17.38;56.0;11.0;106
3;18;0.0;6;False;3;13.62;94.0;15.0;137
6;19;0.0;5;True;1;27.72;55.0;35.0;362
12;17;0.0;2;True;0;16.44;59.0;15.0;743
7;11;0.0;6;False;1;25.84;70.0;7.0;439
6;2;0.0;0;False;0;22.08;69.0;9.0;73
3;7;0.0;0;False;0;2.34;69.0;9.0;17
7;21;0.0;5;True;0;28.66;59.0;7.0;260
4;9;0.0;6;False;0;17.38;77.0;11.0;331
11;16;0.0;3;True;0;12.68;33.0;9.0;469
10;4;0.0;2;True;0;11.74;77.0;7.0;7
5;21;0.0;3;True;0;16.44;77.0;15.0;239
1;13;0.0;2;True;1;9.86;76.0;22.0;103
2;2;0.0;6;False;3;4.22;81.0;13.0;26
4;23;0.0;0;False;0;15.5;39.0;17.0;51
1;23;0.0;3;True;3;7.98;87.0;15.0;9
8;11;0.0;4;True;0;27.72;48.0;6.0;278
12;3;0.0;1;True;1;8.92;93.0;0.0;3
1;12;0.0;4;True;1;7.98;81.0;7.0;144
8;1;0.0;4;True;0;22.08;73.0;0.0;21
8;11;0.0;3;True;0;25.84;58.0;6.0;267
5;13;0.0;4;True;0;20.2;69.0;13.0;265
6;7;0.0;0;False;0;16.44;72.0;6.0;48
7;7;0.0;0;False;1;21.14;83.0;0.0;38
12;16;0.0;1;True;3;10.8;94.0;17.0;302
6;3;0.0;5;True;0;17.38;60.0;6.0;8
