age;job;marital;education;housing;loan;contact;month;day_of_week;campaign;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;nr.employed;subscribed
42;blue-collar;married;basic.4y;unknown;unknown;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
34;technician;married;professional.course;yes;no;cellular;sep;wed;2.0;nonexistent;-3.4;92.379;-29.8;5017.5;yes
31;technician;married;professional.course;no;yes;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
38;admin.;married;university.degree;no;no;cellular;jul;fri;5.0;nonexistent;1.4;93.918;-42.7;5228.1;no
38;blue-collar;single;high.school;yes;no;telephone;mar;wed;1.0;nonexistent;-1.8;93.369;-34.8;5008.7;yes
36;admin.;married;university.degree;yes;no;cellular;nov;wed;2.0;failure;-0.1;93.2;-42.0;5195.8;no
56;blue-collar;divorced;unknown;no;no;cellular;jul;mon;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
21;student;single;high.school;yes;no;cellular;may;thu;3.0;failure;-1.8;92.893;-46.2;5099.1;no
38;services;married;high.school;yes;no;cellular;jul;fri;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
35;retired;single;basic.9y;yes;yes;telephone;may;mon;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
41;blue-collar;married;basic.9y;unknown;unknown;cellular;may;thu;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
28;admin.;single;university.degree;yes;no;cellular;jun;wed;1.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
48;management;married;high.school;yes;no;cellular;jul;tue;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
42;technician;married;basic.6y;yes;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
53;technician;married;high.school;no;no;telephone;may;fri;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
38;entrepreneur;married;university.degree;yes;no;cellular;nov;thu;3.0;failure;-0.1;93.2;-42.0;5195.8;no
47;technician;married;professional.course;yes;no;cellular;aug;mon;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
38;blue-collar;single;university.degree;yes;no;telephone;may;tue;2.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
30;blue-collar;married;basic.9y;no;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
36;technician;married;high.school;yes;no;cellular;aug;mon;6.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
29;technician;married;professional.course;yes;no;cellular;oct;fri;1.0;success;-1.1;94.601;-49.5;4963.6;yes
29;self-employed;married;university.degree;yes;no;cellular;mar;wed;4.0;nonexistent;-1.8;92.843;-50.0;5099.1;yes
72;retired;married;basic.4y;yes;no;cellular;may;wed;4.0;nonexistent;-1.8;93.876;-40.0;5008.7;yes
44;blue-collar;married;basic.9y;yes;no;cellular;aug;mon;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
26;admin.;married;high.school;yes;no;cellular;nov;mon;5.0;nonexistent;-3.4;92.649;-30.1;5017.5;yes
41;management;married;high.school;no;yes;telephone;may;tue;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
43;blue-collar;single;basic.6y;yes;yes;cellular;jul;wed;4.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
31;technician;single;professional.course;no;no;cellular;may;wed;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
39;services;divorced;high.school;yes;no;telephone;may;mon;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
29;admin.;single;high.school;yes;no;cellular;aug;fri;1.0;nonexistent;-2.9;92.201;-31.4;5076.2;no
89;retired;divorced;basic.4y;yes;no;cellular;sep;tue;1.0;nonexistent;-1.1;94.199;-37.5;4963.6;yes
49;blue-collar;married;basic.9y;unknown;unknown;telephone;jun;mon;4.0;nonexistent;1.4;94.465;-41.8;5228.1;no
41;admin.;married;high.school;yes;no;cellular;aug;thu;3.0;nonexistent;-2.9;92.201;-31.4;5076.2;no
19;student;single;basic.6y;no;no;cellular;mar;tue;1.0;nonexistent;-1.8;92.843;-50.0;5099.1;yes
73;retired;single;professional.course;no;no;cellular;apr;fri;1.0;success;-1.8;93.749;-34.6;5008.7;yes
49;management;married;basic.9y;unknown;unknown;cellular;nov;tue;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
23;student;single;high.school;no;no;cellular;jun;tue;1.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
20;student;single;high.school;yes;no;cellular;nov;wed;1.0;success;-3.4;92.649;-30.1;5017.5;yes
59;admin.;married;high.school;yes;no;cellular;aug;wed;2.0;success;-2.9;92.201;-31.4;5076.2;yes
47;blue-collar;married;unknown;yes;no;telephone;may;thu;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
31;services;single;university.degree;no;no;cellular;may;mon;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
54;housemaid;married;basic.4y;no;no;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
23;blue-collar;single;basic.9y;no;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
33;admin.;married;university.degree;yes;no;cellular;may;tue;1.0;failure;-1.8;92.893;-46.2;5099.1;yes
27;admin.;single;university.degree;yes;no;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
47;management;married;basic.9y;yes;no;cellular;jun;tue;2.0;success;-2.9;92.963;-40.8;5076.2;no
42;blue-collar;married;high.school;yes;no;cellular;jul;tue;1.0;nonexistent;-2.9;92.469;-33.6;5076.2;no
35;admin.;married;university.degree;no;yes;cellular;aug;wed;5.0;nonexistent;-2.9;92.201;-31.4;5076.2;no
45;blue-collar;married;basic.4y;yes;no;cellular;aug;wed;6.0;nonexistent;1.4;93.444;-36.1;5228.1;no
46;admin.;married;basic.9y;yes;no;telephone;jun;fri;3.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
47;services;single;high.school;no;no;telephone;may;thu;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
42;services;married;high.school;yes;no;cellular;may;mon;2.0;success;-1.8;92.893;-46.2;5099.1;no
31;services;married;basic.9y;yes;no;cellular;jul;mon;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
32;management;single;university.degree;yes;no;cellular;may;tue;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
38;technician;married;university.degree;no;no;cellular;dec;wed;1.0;failure;-3.0;92.713;-33.0;5023.5;yes
37;services;married;high.school;no;no;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
53;unemployed;married;unknown;no;no;telephone;may;thu;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
54;admin.;married;university.degree;yes;yes;cellular;nov;tue;1.0;nonexistent;-3.4;92.649;-30.1;5017.5;yes
51;retired;married;university.degree;yes;yes;telephone;may;tue;5.0;nonexistent;1.1;93.994;-36.4;5191.0;no
38;blue-collar;single;basic.9y;yes;no;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
39;admin.;single;basic.9y;no;yes;cellular;jul;wed;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
33;admin.;married;university.degree;yes;yes;cellular;jul;fri;3.0;nonexistent;-1.7;94.215;-40.3;4991.6;yes
30;entrepreneur;married;high.school;yes;yes;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
46;admin.;divorced;university.degree;yes;yes;cellular;nov;wed;2.0;failure;-0.1;93.2;-42.0;5195.8;no
33;technician;married;professional.course;no;no;cellular;apr;thu;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
29;self-employed;single;university.degree;yes;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
66;admin.;married;university.degree;no;no;cellular;aug;mon;2.0;success;-2.9;92.201;-31.4;5076.2;no
49;management;single;basic.4y;yes;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
39;admin.;single;university.degree;yes;no;telephone;mar;mon;1.0;failure;-1.8;93.369;-34.8;5008.7;yes
50;retired;divorced;high.school;yes;no;cellular;nov;thu;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
28;technician;divorced;university.degree;yes;no;cellular;jul;mon;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
50;technician;married;high.school;no;no;cellular;dec;mon;3.0;nonexistent;-3.0;92.713;-33.0;5023.5;yes
27;services;single;high.school;yes;no;telephone;may;mon;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
48;technician;married;university.degree;yes;no;cellular;aug;tue;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
98;retired;married;basic.4y;yes;no;cellular;oct;fri;1.0;success;-3.4;92.431;-26.9;5017.5;yes
36;technician;single;professional.course;no;no;cellular;nov;mon;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
51;technician;married;basic.9y;yes;no;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
48;blue-collar;married;basic.6y;yes;no;cellular;jul;mon;5.0;nonexistent;1.4;93.918;-42.7;5228.1;no
42;blue-collar;married;basic.6y;yes;no;telephone;jun;fri;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
54;technician;married;professional.course;yes;no;cellular;aug;tue;2.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
29;blue-collar;single;basic.6y;yes;no;telephone;jun;thu;3.0;nonexistent;1.4;94.465;-41.8;5228.1;no
39;technician;married;professional.course;yes;no;cellular;jul;thu;1.0;failure;-1.7;94.215;-40.3;4991.6;no
32;admin.;single;university.degree;yes;no;cellular;sep;mon;4.0;nonexistent;-1.1;94.199;-37.5;4963.6;no
28;student;single;university.degree;unknown;unknown;cellular;may;fri;2.0;nonexistent;-1.8;93.876;-40.0;5008.7;yes
28;student;single;basic.9y;yes;yes;telephone;may;tue;5.0;nonexistent;1.1;93.994;-36.4;5191.0;no
53;management;divorced;university.degree;yes;no;cellular;apr;thu;1.0;success;-1.8;93.075;-47.1;5099.1;yes
60;housemaid;married;basic.4y;yes;yes;cellular;apr;thu;1.0;success;-1.8;93.749;-34.6;5008.7;yes
20;student;single;high.school;no;no;cellular;apr;mon;1.0;failure;-1.8;93.749;-34.6;5008.7;yes
57;admin.;divorced;university.degree;yes;yes;cellular;jul;tue;6.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
71;retired;married;professional.course;no;no;cellular;oct;tue;1.0;nonexistent;-1.1;94.601;-49.5;4963.6;yes
31;student;married;high.school;no;no;cellular;nov;fri;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
32;blue-collar;single;high.school;yes;no;cellular;may;tue;1.0;failure;-1.8;92.893;-46.2;5099.1;no
34;unemployed;single;university.degree;yes;no;cellular;apr;tue;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
39;housemaid;married;basic.9y;no;no;telephone;may;tue;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
33;admin.;married;university.degree;no;no;cellular;aug;tue;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
30;admin.;single;university.degree;yes;no;cellular;apr;tue;1.0;nonexistent;-1.8;93.749;-34.6;5008.7;yes
37;technician;married;professional.course;yes;yes;telephone;jun;tue;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
39;technician;divorced;university.degree;no;no;cellular;may;fri;4.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
44;services;divorced;basic.9y;no;no;cellular;jul;tue;3.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
49;blue-collar;divorced;unknown;yes;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
34;self-employed;married;professional.course;unknown;unknown;telephone;may;fri;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
29;admin.;single;high.school;yes;no;telephone;jun;tue;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
23;admin.;single;university.degree;no;no;cellular;jun;mon;1.0;failure;-2.9;92.963;-40.8;5076.2;no
47;admin.;married;high.school;yes;no;cellular;aug;tue;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
40;management;married;university.degree;yes;yes;cellular;nov;fri;1.0;failure;-0.1;93.2;-42.0;5195.8;yes
51;technician;married;high.school;no;yes;telephone;jun;wed;6.0;nonexistent;1.4;94.465;-41.8;5228.1;no
36;blue-collar;married;basic.9y;yes;no;cellular;may;fri;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
42;self-employed;married;professional.course;no;no;cellular;may;fri;1.0;failure;-1.8;92.893;-46.2;5099.1;no
50;entrepreneur;married;basic.9y;yes;no;cellular;nov;tue;1.0;failure;-0.1;93.2;-42.0;5195.8;no
42;management;single;university.degree;yes;no;cellular;oct;mon;1.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
32;admin.;married;high.school;yes;no;cellular;jul;thu;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
37;blue-collar;married;basic.9y;yes;yes;cellular;jul;wed;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
44;blue-collar;married;high.school;yes;no;telephone;may;mon;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
27;technician;single;university.degree;yes;yes;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
25;student;single;high.school;no;no;cellular;nov;thu;1.0;nonexistent;-1.1;94.767;-50.8;4963.6;yes
26;student;single;high.school;no;no;cellular;may;mon;3.0;failure;-1.8;92.893;-46.2;5099.1;yes
30;management;single;university.degree;yes;yes;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
32;admin.;married;professional.course;no;yes;cellular;oct;tue;1.0;success;-3.4;92.431;-26.9;5017.5;yes
39;unemployed;married;university.degree;no;no;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
44;admin.;single;professional.course;yes;no;cellular;nov;thu;4.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
35;technician;married;professional.course;no;no;cellular;aug;tue;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
27;admin.;single;high.school;no;no;cellular;jul;tue;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
31;services;single;basic.9y;unknown;unknown;cellular;may;fri;1.0;failure;-1.8;93.876;-40.0;5008.7;no
35;entrepreneur;married;high.school;no;no;telephone;may;tue;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
34;self-employed;single;university.degree;no;no;cellular;jul;thu;3.0;nonexistent;-1.7;94.215;-40.3;4991.6;yes
19;student;single;basic.4y;yes;no;cellular;sep;wed;2.0;success;-1.1;94.199;-37.5;4963.6;yes
44;blue-collar;married;basic.6y;no;no;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
60;admin.;married;high.school;no;no;cellular;oct;tue;1.0;failure;-1.1;94.601;-49.5;4963.6;yes
24;services;single;high.school;yes;no;cellular;apr;tue;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
79;retired;married;basic.4y;no;yes;cellular;nov;tue;1.0;nonexistent;-3.4;92.649;-30.1;5017.5;yes
35;services;married;high.school;yes;no;cellular;jul;tue;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
57;unemployed;married;basic.9y;yes;no;telephone;may;mon;5.0;nonexistent;1.1;93.994;-36.4;5191.0;no
28;blue-collar;single;basic.6y;no;no;cellular;may;wed;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
49;blue-collar;married;university.degree;no;no;cellular;nov;fri;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
42;blue-collar;married;basic.9y;no;no;cellular;jul;tue;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
31;services;single;high.school;yes;no;cellular;may;wed;1.0;failure;-1.8;92.893;-46.2;5099.1;no
48;technician;married;professional.course;no;no;cellular;oct;thu;1.0;success;-1.1;94.601;-49.5;4963.6;yes
41;blue-collar;married;high.school;no;yes;telephone;apr;thu;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
55;blue-collar;married;basic.6y;yes;yes;cellular;aug;mon;4.0;nonexistent;1.4;93.444;-36.1;5228.1;no
32;admin.;single;university.degree;yes;no;cellular;sep;tue;2.0;nonexistent;-3.4;92.379;-29.8;5017.5;no
29;unemployed;married;university.degree;yes;no;cellular;jul;thu;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
38;blue-collar;married;basic.9y;yes;no;cellular;may;wed;5.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
26;admin.;single;high.school;no;no;cellular;apr;wed;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
62;admin.;married;high.school;no;no;cellular;oct;tue;4.0;failure;-1.1;94.601;-49.5;4963.6;yes
88;retired;divorced;basic.4y;yes;no;cellular;mar;wed;1.0;nonexistent;-1.8;92.843;-50.0;5099.1;yes
33;blue-collar;married;basic.6y;no;no;telephone;jun;wed;6.0;nonexistent;1.4;94.465;-41.8;5228.1;no
28;services;married;high.school;no;no;telephone;jun;mon;2.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
36;blue-collar;married;basic.9y;yes;no;cellular;apr;tue;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
30;admin.;single;university.degree;no;yes;cellular;apr;tue;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
40;management;married;university.degree;no;no;cellular;aug;mon;1.0;failure;-2.9;92.201;-31.4;5076.2;no
38;technician;married;professional.course;no;no;cellular;apr;fri;1.0;failure;-1.8;93.075;-47.1;5099.1;yes
33;technician;married;university.degree;yes;no;cellular;jul;thu;5.0;nonexistent;1.4;93.918;-42.7;5228.1;no
27;self-employed;married;professional.course;no;no;telephone;nov;wed;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
43;entrepreneur;married;basic.4y;yes;no;telephone;may;tue;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
29;admin.;single;high.school;no;no;cellular;mar;mon;4.0;nonexistent;-1.8;93.369;-34.8;5008.7;no
34;blue-collar;single;high.school;yes;no;cellular;may;wed;1.0;success;-1.8;92.893;-46.2;5099.1;no
34;blue-collar;divorced;professional.course;no;yes;telephone;may;thu;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
48;admin.;single;university.degree;yes;no;cellular;aug;wed;1.0;success;-1.7;94.027;-38.3;4991.6;yes
24;student;single;high.school;yes;no;cellular;may;tue;2.0;success;-1.8;93.876;-40.0;5008.7;yes
55;services;married;high.school;no;no;telephone;may;tue;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
33;admin.;married;high.school;no;no;telephone;may;fri;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
52;housemaid;married;unknown;yes;no;cellular;aug;fri;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
26;student;single;high.school;yes;yes;cellular;apr;fri;1.0;success;-1.8;93.749;-34.6;5008.7;yes
28;admin.;single;high.school;yes;no;telephone;mar;fri;1.0;nonexistent;-1.8;92.843;-50.0;5099.1;yes
51;admin.;single;basic.6y;no;no;telephone;jun;thu;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
33;technician;married;high.school;yes;no;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
36;management;divorced;high.school;no;yes;cellular;nov;wed;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
33;admin.;single;unknown;no;yes;cellular;jul;wed;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
27;admin.;single;unknown;no;no;cellular;mar;mon;1.0;failure;-1.8;93.369;-34.8;5008.7;yes
31;admin.;single;high.school;no;no;cellular;nov;wed;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
54;admin.;married;university.degree;yes;no;cellular;aug;tue;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
28;blue-collar;married;basic.9y;no;no;telephone;jun;fri;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
25;student;single;high.school;no;no;cellular;oct;fri;3.0;nonexistent;-1.1;94.601;-49.5;4963.6;yes
20;student;single;basic.4y;yes;yes;cellular;apr;tue;1.0;failure;-1.8;93.749;-34.6;5008.7;yes
30;admin.;married;university.degree;no;no;cellular;apr;thu;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
30;self-employed;single;university.degree;no;no;cellular;apr;thu;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
63;housemaid;married;basic.4y;yes;no;cellular;sep;wed;1.0;success;-3.4;92.379;-29.8;5017.5;yes
60;admin.;married;university.degree;no;no;cellular;apr;fri;3.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
34;admin.;single;basic.9y;no;no;telephone;may;mon;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
32;services;married;high.school;unknown;unknown;cellular;jun;tue;1.0;failure;-2.9;92.963;-40.8;5076.2;no
39;management;single;basic.9y;yes;no;telephone;may;tue;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
35;blue-collar;single;basic.9y;no;no;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
36;technician;married;professional.course;yes;no;telephone;may;mon;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
54;admin.;single;high.school;no;no;cellular;jun;wed;1.0;nonexistent;-2.9;92.963;-40.8;5076.2;no
23;student;single;basic.9y;no;no;cellular;jul;tue;6.0;nonexistent;-2.9;92.469;-33.6;5076.2;no
28;management;single;university.degree;yes;no;cellular;jun;thu;1.0;success;-2.9;92.963;-40.8;5076.2;yes
50;housemaid;married;basic.4y;no;no;cellular;nov;tue;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
28;blue-collar;single;basic.4y;no;no;cellular;jul;tue;5.0;nonexistent;1.4;93.918;-42.7;5228.1;no
46;unknown;married;basic.4y;yes;no;telephone;jun;thu;3.0;nonexistent;1.4;94.465;-41.8;5228.1;no
43;management;married;basic.4y;yes;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
61;admin.;married;high.school;yes;no;cellular;nov;wed;1.0;failure;-1.1;94.767;-50.8;4963.6;yes
37;technician;single;university.degree;no;no;telephone;may;thu;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
27;blue-collar;single;basic.9y;yes;no;cellular;may;fri;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
37;blue-collar;married;unknown;no;no;cellular;may;tue;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
39;services;married;high.school;no;no;telephone;may;tue;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
56;technician;married;professional.course;no;no;cellular;jul;mon;2.0;failure;-1.7;94.215;-40.3;4991.6;yes
61;retired;married;professional.course;no;no;cellular;aug;tue;1.0;nonexistent;-2.9;92.201;-31.4;5076.2;yes
51;technician;married;professional.course;yes;no;cellular;jul;thu;2.0;failure;-2.9;92.469;-33.6;5076.2;yes
46;technician;divorced;university.degree;yes;no;telephone;jul;fri;4.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
29;technician;single;professional.course;no;no;telephone;may;tue;4.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
35;management;married;university.degree;no;no;cellular;nov;tue;1.0;success;-3.4;92.649;-30.1;5017.5;no
33;technician;married;professional.course;yes;no;cellular;may;fri;4.0;success;-1.8;93.876;-40.0;5008.7;yes
42;blue-collar;married;basic.6y;no;no;telephone;jun;fri;2.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
39;admin.;married;university.degree;no;yes;cellular;apr;fri;2.0;failure;-1.8;93.075;-47.1;5099.1;no
30;services;married;high.school;yes;no;telephone;may;fri;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
51;blue-collar;married;basic.6y;yes;no;telephone;may;tue;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
34;admin.;married;high.school;no;no;cellular;nov;thu;4.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
51;blue-collar;married;basic.9y;yes;no;cellular;oct;thu;2.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
38;blue-collar;married;basic.4y;no;no;telephone;jun;fri;3.0;nonexistent;1.4;94.465;-41.8;5228.1;no
36;admin.;married;university.degree;yes;yes;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
25;student;single;high.school;no;no;cellular;oct;fri;1.0;failure;-3.4;92.431;-26.9;5017.5;yes
39;technician;married;basic.9y;yes;no;cellular;apr;thu;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
34;blue-collar;married;basic.4y;no;no;cellular;may;tue;2.0;failure;-1.8;92.893;-46.2;5099.1;no
38;admin.;divorced;university.degree;yes;no;cellular;apr;wed;3.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
53;blue-collar;married;basic.9y;yes;no;cellular;jul;tue;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
46;services;married;high.school;no;no;cellular;may;wed;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
28;services;married;basic.9y;no;no;cellular;may;tue;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
49;technician;married;professional.course;yes;no;telephone;nov;mon;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
28;management;single;university.degree;yes;no;cellular;may;tue;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
37;entrepreneur;married;basic.6y;yes;no;cellular;jun;mon;1.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
50;blue-collar;divorced;basic.9y;no;no;telephone;may;fri;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
31;blue-collar;single;high.school;no;no;telephone;may;tue;2.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
24;entrepreneur;single;university.degree;no;no;cellular;may;thu;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
31;blue-collar;married;basic.4y;yes;no;telephone;aug;fri;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
33;admin.;married;university.degree;yes;yes;telephone;sep;wed;2.0;nonexistent;-1.1;94.199;-37.5;4963.6;yes
33;management;married;professional.course;no;no;cellular;may;thu;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
29;technician;single;university.degree;no;no;telephone;may;mon;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
49;admin.;married;university.degree;yes;no;cellular;aug;tue;2.0;failure;-2.9;92.201;-31.4;5076.2;yes
31;blue-collar;married;basic.9y;yes;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
30;admin.;married;university.degree;yes;no;telephone;may;thu;2.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
58;unemployed;married;basic.9y;no;no;telephone;jun;mon;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
28;technician;single;university.degree;no;no;telephone;jun;mon;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
36;admin.;single;university.degree;yes;yes;cellular;jun;wed;1.0;nonexistent;-1.7;94.055;-39.8;4991.6;yes
31;admin.;single;university.degree;yes;no;telephone;oct;tue;1.0;nonexistent;-0.1;93.798;-40.4;5195.8;yes
30;blue-collar;single;high.school;no;no;cellular;nov;mon;1.0;nonexistent;-3.4;92.649;-30.1;5017.5;yes
29;technician;married;university.degree;yes;no;telephone;may;mon;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
49;technician;single;university.degree;no;no;telephone;may;mon;1.0;nonexistent;-1.8;93.876;-40.0;5008.7;no
59;retired;married;basic.9y;yes;yes;cellular;aug;wed;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
28;technician;single;university.degree;yes;no;cellular;jul;wed;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
38;technician;divorced;professional.course;yes;no;telephone;may;thu;1.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
